Landgrabbed	Landgrabber	Base	Sector	Hectares	Production	Projected investment	Status of deal	Summary
Brazil	Archer Daniels Midland	US	Agribusiness	12,000	Oil palm		In process	In February 2011, ADM, one of the world's largest agricultural commodity traders, announced that it would be establishing a processing plant and an oil-palm plantation on 12,000 ha in the northern Brazilian state of Pará. This will be ADM's first directly owned oil-palm plantation, although it is invested in oil-palm plantations in Asia and Africa through a minority stake in Singapore's Wilmar, one of the world's largest palm-oil companies. 
Brazil	Black River Asset Management	US	Finance	50,000	Crops		Done	Black River, a hedge fund owned by US agribusiness giant Cargill, is targeting farmland acquisitions, mainly in South America and Asia. In November 2010, Reuters, referring to Brazil and Argentina, reported that the fund controlled 50,000 ha in the "region" and was seeking to expand its holdings. Reuters also reported that Black River was launching a food-focused fund in 2010 that will include investments in dairy farming in Asia and aquaculture in Central and South America.
Brazil	Bunge	US	Agribusiness	10,000	Sugar cane	US$80 million	In process	In 2010, US-based Bunge, one of the five largest agricultural commodity traders in the world, announced its plans to buy a 10,000-ha sugar-cane plantation in São Paulo, Brazil, from Açúcar Guaraní, a subsidiary of Tereos of France.
Brazil	Sollus Capital	US	Agribusiness	35,000	Crops		Done	Sollus Capital was established in 2008 by US hedge fund Touradji Capital Management to acquire farmland in Brazil, with the participation of Argentine soybean producer Los Grobo, which already cultivates 60,000 ha of soybeans in Brazil. In August 2011, Sollus Capital was merged with Los Grobo's Brazilian subsidiaries and the Companhia Mineira de Açúcar e Álcool, a major sugar and ethanol producer in Brazil owned by Brazil's Grupo Vinci Partners, into a joint venture company called LG Agro.
Brazil	Teachers Insurance and Annuity Association - College Retirement Equities Fund (TIAA-CREF)	US	Finance	424,000	Soybeans, sugar cane	US$1,240 million	Done	TIAA-CREF is one of the largest managers of retirement funds in the US. In Brazil, its farmland investments are made through a holding company, called Mansilla, which invests in the farmland fund, Radar Propriedades Agrícolas. Radar buys agricultural land for conversion to sugar-cane and soybean production and for speculation. The fund is 81.1% owned by TIAA-CREF, but entirely controlled by COSAN, which owns the remaining stake, and which is the largest sugar producer in Brazil and one of the largest in the world. At the end of 2010, Radar had spent US$440 million to acquire over 180 farms in Brazil, covering 84,000 ha, with plans to spend another US$800 million to acquire 60 more farms, covering 340,000 ha. Radar says that it will seek farms in other countries in Latin America and that Cosan may increase its stake in the company, after its major ethanol alliance with Shell.
Brazil	Tiba Agro	US	Agribusiness	320,000			Done	Tiba Agra was created by two former Brazilian executives of the Bank of America,  Fabio Greco and Amauri Fonseca Junior, who now hold 25% of the company. Around 45% of the company is held by US and European private equity funds that have committed a total of US$300 million to Tiba, and the remaining 30% is held by Brazil's Francioni Brothers and the Golin Group, major farmland owners that handed their farmlands over to Tiba in exchange for major shares in the company. By 2010, the company had already taken control of 320,000 ha in the Brazilian Cerrado.
Brazil 	Galtere	US	Finance	25,000	Rice, soybeans		Done	Galtere is a US-based hedge fund formed by a former trader at Cargill. The company launched the Galtere Global Timber Fund in 2007 in conjunction with the Galtere Global Farmland Fund as a joint venture between Galtere Ltd and Harvest Capital Group LLC. In September 2010, Galtere said it would raise US$1 billion to buy farms in the US and Brazil. In Brazil it owns two farms, producing rice and soybeans on 25,000 ha, with another 22,000 ha in development.
Bulgaria	Ceres	Bulgaria	Finance	21,400	Crops		Done	Ceres is a private equity fund founded by Sofia-based Rosslynd Partners in 2006 to acquire and consolidate farmland in Bulgaria. It is now controlled by foreign shareholders such as Raiffeisen Centrobank AG, Firebird Management, Black RiverAsset Management, Mezzanine Management, and Rosslyn Capital.
Bulgaria	Tianjin State Farms Agribusiness Group Company	China	Agribusiness	2,000	Alfalfa, maize, sunflower	US$73 million 	In process	Under an agreement with the Government of Bulgaria, China's Tianjin State Farms Agribusiness Group acquired 2,000 ha of land in May 2011 to grow maize, alfalfa and sunflower for export to China. The company is pursuing negotiations for a further 10,000 ha.
Bulgaria	Winslow Group JSC	UK 	Agribusiness	3,500	Barley, maize, rape, sunflower, wheat		Done	UK-based Winslow has been acquiring and operating farms in Bulgaria since 2004 through its Winslow Agro Fund. By  December 2008, the fund had acquired 1,500 ha, with an additional 2,000 ha under lease. 
Bulgaria	Elana Agricultural Land Opportunity Fund	US	Finance	29,320		US$43 million	Done	The Elana Agricultural Land Opportunity Fund is owned by US hedge fund QVT (50%) and Allianz of Germany (26%). It has spent US$43 million to acquire 29,320 ha of land in Bulgaria.
Bulgaria	World Bank	US	Finance 	29,409	Crops		Done	The Advanced Terra Fund is a real-estate investment trust (REIT) managed by Sofia's Karoll Finance, which acquires small farms in Bulgaria and consolidates them into large-scale operations. The fund is open to foreign investors, and the World Bank, through its International Finance Corporation, controls 17.1% of the fund.
Burma	Bangladesh	Bangladesh	Government	20,200	Maize, onion, paddy, soybeans, sugar cane, tea		Proposed	The land was made available by the Burmese government upon request by the Government of Bangladesh in June 2008. Around 10,000 Bangladeshi farmers from the Chittagong region are expected to be brought in as labourers for the project.
Cambodia	BKK Partners	Australia	Finance	100,000	Bananas, palm oil, rice, sugar cane, teak	US$600 million	In process	BKK was founded by Peter Costello, a former Minister of Finance of Australia. In January 2010, the Phnom Penh Post reported that BKK,  on behalf of its client Indochina Gateway Capital Limited, was in talks with Cambodia for 100,000 ha of land to produce rice, bananas and sugar.
Cambodia	Nagathom Fund	Cayman Islands	Finance	2,200	Fruit, rice, vegetables	US$23 million	Done	The Gulamerah Fund was set up in the Cayman Islands in 2008 by former Merrill Lynch executive Lionel Neave with the aim of acquiring, through lease arrangements via a local partner, farmland in Indonesia to produce premium cacao for the global chocolate market, as well as palm sugar, vegetables and fruit. Projected revenue streams include land values, which will be "substantially increased" through the application of organic farming techniques, and carbon credits. Subscriptions to the fund start at US$25,000 for individuals and US$100,000 for institutions. The Fund, which plans to raise US$30 million, may consider private equity investments in other farm deals in Indonesia. Its sister fund, the Nagathom Fund, was started by Neave in 2007. With US$23 million in assets, Nagathom runs 2,200 ha of rice, fruit and vegetable farmland in Cambodia.
Cambodia	Amira Group	India	Agribusiness	25,000	Rice	US$40 million 	In process	In October 2010, Indian rice exporter the Amirga Group announced it was in talks with local partners to set up a rice-processing plant in Cambodia, its first outside India, and to acquire 25,000 ha of land to produce rice for export, taking advantage of Cambodia's participation within ASEAN and ASEAN-Australia-New Zealand free trade agreements. 
Cambodia	Ruchi Group	India	Agribusiness	20,000	Oil palm		Done	In March 2011, India's Ruchi Group told the Hindu Business Line that it had signed an MoU with the Government of Cambodia to cultivate oil palm on 20,000 ha. The Cambodia project is part of a US$150-million overseas expansion to source vegetable-oil crops that the group's subsidiary Ruchi Soya is undertaking.
Cambodia	KomerCN	South Korea	Agribusiness	13,000	Maize		In process	KomerCN was created by Korean farmer Lee Woo-chang in December 2008 with a loan from the Korean Ministry for Agriculture to produce maize in Cambodia for export to South Korea. The company began by establishing a 21-ha farm in Kampong Speu Province and an agricultural cooperative with 1,400 Cambodian farmers. KomerCN is now pursuing an expansion of its farm to 13,000 ha.
